Id	Text	Label
14650949_7	Jesse Matthew Jr. , 32 , was arrested near Galveston , Texas , last week and charged with abduction with intent to defile in connection with the disappearance of Hannah Graham , 18 , who is still missing .	noHate
32576555_1	i didnt say they 'd run but race mixing will eventually take over and america will be majority black or mixed race , whites will be in the minority except for in certain republican nationalist areas	noHate
31766408_3	That 's Great !	relation
30644511_1	Love Halloween , even the contemporary themes .	noHate
14292758_2	Anyone know ?	noHate
14112237_3	Tereasa	noHate
12882682_1	The only people he 's demoralizing ( or trying to demoralize ) are the families of these dead troops at funerals .	relation
12855349_1	When the girl starts talking the guy in the middles lips start moving .	noHate
31777468_1	I'm trying to get a White Nationalist group together in Connecticut .	noHate
14265509_6	You acted like yourself .	noHate
14030847_1	False, Scotland is almost as bad as England and Scottish females have an obsession with negro males , well the ones i know do anyway .	noHate
13147434_5	According to the ICSC , about 150,000 stores are anticipated to shut down in 2009 , which adds to the 150,000 that closed in 2008 and 135,000 in 2007 .	noHate
13587091_1	In the local student rag 's dating section , there was a letter sent in by a black guy complaining about white girls at this university shunning him and his other negro friends .	noHate
13481903_5	Meanwhile the white boy is centered behind him and looks clueless .	noHate
13288494_3	Steve Reed Reporter Three of the suspects charged with the murder of a 12-year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .	noHate
13858999_2	Hails	noHate
14411262_1	http://uk.youtube.com/watch?v=CnPS2ho-_6w Looks like they are calling a unit home with the express purpose of supressing a rebellion .	noHate
14301771_2	Burlington coat factory opening .	noHate
14413580_1	I'm sorry to burst your bubble but when people try to use a camera when police are involved they have all been uniformly been forced to turn off their cameras , or they are arrested and cameras confiscated .	noHate
30500254_1	Thanks for the replies .	noHate
31746354_1	Your gonna get beat up by guys ! Thats messed not even the sorenyos kids at my school hit girls unless its their whore !	noHate
30389753_1	Putting it out there that I am in for a meet up , feel free to private message me .	noHate
13455957_4	- YouTube	noHate
30498223_1	Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris ( center ) and its satellite Dysnomia ( at 9 o' clock position ) taken with NASA 's Hubble Space Telescope on Aug. 30 , 2006 .	noHate
14668109_1	Not to mention that its a business in jails among the gangs too .	noHate
30587819_2	- YouTube Judge with PDX 1 ammo - YouTube Long barrel : 000 Buck is devestating .	noHate
13851581_1	A crude drawing of a swastika on a wall with spraypaint will only make neutral people associate nazi 's with common lowlife scum .	noHate
14670062_1	wtf is feminist about a child speaking out against being trafficked to an old pedophile or anyone else objecting to pedophilia ?	noHate
14023131_1	Tesco shoppers in Mold , Flintshire flee man wielding machete | Daily Mail Online edit : sorry i just saw this has already been posted .	noHate
13852694_2	IRA could have hit a prime minister at any time but chose to hit kids instead .	noHate
14027771_2	André Rieu - The Beautiful Blue Danube - YouTube	noHate
13471931_2	How great they think it is to have a mixed child .	relation
30482838_1	very interesting video , although I spotted at least one error ; Samhain is celebrated from sunset on October 31st to sunset on November 1st .	noHate
30514286_2	www.third-reich-books.com - English translations of hundreds of Third Reich originals without negative commentary !	noHate
31330843_1	I say ' cry havoc and let slip the dogs of war ' !	noHate
30414700_1	Try here Amazon.com.	noHate
30533128_2	Yes , I figured that out on my own a few hours later .	noHate
31711240_2	Keep it up and spread the word .	noHate
30593088_1	This judge is an idiot and a prime example of why the law gets what little respect it does these days , they will let anyone with an agenda and connections become a judge these days .	noHate
30739068_2	I 'm sure it 's all a result of discrimination .	noHate
13564355_1	On the basis of this and the PM 's forwarded to me , you will take a week off to calm down .	noHate
14411537_1	If anyone wants to watch sports , whether white or non-white , let them .	noHate
30684884_2	2 ) Lethargic [ syn. inactive ]	noHate
14670842_2	Prove it wrong .	noHate
13585063_1	Many years ago I heard from a swedish friend lots of maffia-activity comes from the Russians .	noHate
30396930_3	That 's unheard of today !	relation
31747401_1	a few times ive been told to make kids. i said i have no one to make them with. now i have someone but we do not feel ready to have kids. i belive in quality over quantity. so we would have maybe 2 to 4 .	noHate
30528425_2	For a book on algebraic word problems , look at Thurman Peterson 's `` Intermediate Algebra for College Students '' ( revised edition , 1954 ) .	noHate
12854602_3	The song Comfortably Numb is from Pink Floyd .	noHate
14279550_12	If you plan to work a particular mall in the Houston area , please PM me , so we can coordinate , and cover more area .	noHate
30688589_2	Is it out of fear ?	noHate
31677547_2	I wonder if we will have to wait until the trial for a photo .	noHate
13498604_2	It 's an unfair representation of a nation Some random bulgarians [ IMG ] http://photos-b.ak.fbcdn.net/hphotos-ak-snc3/hs477.snc3/26143_100549093315633_100000816283788_13289_6985315_n.jpg [ /IMG ]	noHate
14298546_3	I wish you every success .	noHate
30534333_1	Yes, the Americanos even prevailed on the armyless Costa Ricans to round up their European nationals , even European-descended Costa Rican citizens , for a nice Costa Rican concentration camp in San Jose !	noHate
14098701_6	88 Kelly 2056	noHate
13504033_1	Quenten Demps , 44 , was arrested Saturday on a first-degree murder charge in the killing of Elizabeth Clemente , 37 .	noHate
14107793_2	I 'd love to speak with you .	noHate
30673265_9	Sunshine .	noHate
13844548_1	This was on the news tonight and I thought WTF Is this some kind of joke , I 'm sick of the West taking in the Worlds garbage	noHate
13451430_2	Seems to me they are in precipitous decline .	noHate
30591002_1	The Jew in the video which I posted speaks mostly in English .	noHate
33588971_1	I am in favor of starting with the death penalty for all traitors which includes all racial traitors .	noHate
30614176_1	With public schools being so integrated and focusing on non white students I really would suggest to any parent to get themselves educated so they can teach their children at home .	noHate
30660608_1	I do n't see any harm in teaching the classic thanksgiving story as long as you do n't do anything like I had to do in school when I was younger .	noHate
14104877_2	Me , I love ' em any height .	noHate
30631910_1	I would like to have a gun to carry for self defence , but have not done so , as should the gun be found on my person by authorities then gaol would be the outcome .	noHate
14099872_3	White pride worldwide ! 3033	noHate
13470210_1	Deuteronomy 28 : 43 God speaking to His children : `` The stranger that is within thee shall get up above thee very high ; and thou shalt come down very low '' .	noHate
13594631_1	I met Mr. Griffin and found him to be most amiable and well spoken .	noHate
13494766_2	I know , how Tatars look like - I see them almost every day on the streets .	noHate
30502533_1	Yes well the BS is on facebook , he felt disgusted by it and wanted out and left .	noHate
30782333_2	My mother was a teacher and a fair while back thought colored folks were wonderful misunderstood creatures but after teaching a majority non white class for a couple of years she no longer thinks they are all that great	noHate
14038566_3	Paris is a weekly riot fest .	noHate
30543352_1	ive been lucky enough for that never to have happened .	noHate
14082741_2	I was actually scared a few times .	noHate
14297717_3	MOPAR88-Again , I live in San Bernardino , send a pm ?	noHate
14658247_2	But then I 'm half German and half German so I try to be accepting of other people with mixed backgrounds like myself .	noHate
13493681_1	Ivan Ivanovich Shishkin , January 25 , 1832 March 20 , 1898 ( Иван Иванович Шишкин ) Felling of Forest , 1867 Landscape with a Lake At the Seashore , 1890 ( sketch ) Birch Grove , 1896 View at a Neighborhood of Petersburg , 1856 Swiss Landscape , 1866 Forest on the Eve of Thunderstorm , 1872 Oak Forest in a Grey day , 1873 ( sketch ) Swamp .	noHate
13607743_1	Well i think that fact that they 're Muslims goes to show that Arabs must have colonised that land. and Intermixed with the Existing somalies ..	noHate
14060744_2	Every white person is welcome here with the reminder to have an eye for the gypsies .	noHate
33141766_1	FL that 's an old photo of last year .	noHate
13486963_1	I accept it and i like white americans .	noHate
13842431_1	if they ban your account on board all you have to do is clear your internets temp files and history folder and you can sign up again. just a press of a button , no need for a proxy	noHate
30383102_3	Go to this thread and discover music you never even heard of before : We have our own Media now !	noHate
12882293_1	I think this is the video I was talking about earlier , make 's me grateful for our ' micro-ghettos `` out here.This guy keeps driving for miles and miles .	noHate
30506355_1	I live in up state New York .	noHate
14026470_2	There is some bad news .	noHate
31766264_2	Than they just sent me another one like a week ago ... it is sitting right in front of me still not filled out .	noHate
14047753_2	I used to know several guys at various times turn to this for this purpose	noHate
13640101_3	I 'll most likely be moving to belfast .	noHate
14657352_2	Neanderthals were being constantly pushed South from the advancing and retreating Ice Ages and Glaciations .	noHate
30791003_3	Nothing special , just a brand spanking new word for me .	noHate
13512357_2	http://www.youtube.com/watch ? v = R8gYc5fvMQ0	noHate
31770244_1	Hello.	noHate
14678705_2	What about peanut butter ?	noHate
14408760_1	Save your change or eat pork and beans one night instead of going out , and give the money to a White mother. photo crawling infant reaching out	noHate
13589144_1	This is a dynamite site I ran across about a year ago : http://www.geocities.com/yosemite/4466 / It 's about one fellows adventures at Thule Air Base back in the late 60 's .	noHate
30395748_7	YouTube - Broadcast Yourself .	idk/skip
30394437_1	Cool, Texas is good .	noHate
14112781_1	There are always people there when I go in there .... but that 's not all to often ..... maybe I just always pick the right time .	noHate
31757189_2	Do n't betray your race .	noHate
31772151_2	Dyeing your hair is the right thing to do. : attack GO AND RUN ME OVER A * * * * * *	noHate
13457207_1	YouTube - & #x202a ; Police Brutality In Jamaica Caught On Tape Disturbing Footage Of Police Killing Man Cold Blooded Terribel & #x202c ; & rlm ; It 's just the way blacks react ...	noHate
14014774_1	I grew up in small town Southern N.B for a good half of my life , in a region called Kings County , it was 100 % white except for literally 3 black people , and they never mixed with whites ..	noHate
30480974_2	Great to see there are a few others that are absolutely at the end of their rope with the virus we have sucking this province and country dry .	noHate
13858827_1	Well anything can be a `` hate crime '' these days , I heard recently that a guy in Scotland was charged for `` revving his car racistly '' ..... whatever that is	noHate
13440452_2	In the battle of languages English has won .	noHate
14420811_1	From David Pringle For folks who have questions about the National Alliance or would just like to listen this is your chance .	noHate
14296414_1	Your idea sounds like the perfect plan for creating WN crack houses and a bunch of lay around druggies and drunks .	noHate
13460091_3	UK July 2009 .	noHate
30603467_2	Anyone know if those rifles are new production or old ?	noHate
13859827_1	i think everybody knew check out his thread ' skinheads ' https : //www.stormfront.org/forum/show ... rish + skinheads knowbody trusted him from day one yet he still went ahead with a story that is old news more fools the star for even printing it. i dont notice any posts from joeblogs defending him self	noHate
30559393_1	Thanks for the good stuff on here to show my kids .	noHate
13284493_3	Where 's Lenny Pitts ' article on this one ?	noHate
30389900_4	So far only on teespring under Warchief .	noHate
30520537_1	Is there anything like this on the market today ?	noHate
13245340_1	Stormfront should try to create a larger protest in Defense of Ed Steele .	noHate
14078802_1	I'll like to take that for a test drive .	noHate
30480952_1	That letter would fall on deaf ears .	noHate
30734502_3	I remember months ago there was a thread with a complaint about a classmate who wrongfully claimed to be hispanic , just in order to receive affirmative action benefits .	noHate
30611264_1	I have dark brown hair and brown eyes and I 'm as pale as the moon .	noHate
13479046_2	I pray that their souls are in the heavens and their families are healing in spirit .	noHate
13480245_1	YouTube - Mayor of Boston sends welcome to gay/transgender youth event Kids attend prom from ' sexual hell ' You wo n't believe how children as young as 12 years old partied Family advocates are outraged by a prom held at Boston City Hall that was open to children apparently as young as 12 featuring crossdressers , homosexual heavy petting , suspected drug use and a leather-clad doorman who teaches sexual bondage classes .	noHate
31744203_1	I saw someone playing on an Enemy Territory server using this handle and I was wondering if it was someone who posts here .	noHate
13566980_1	"Restaurant "" ? """	noHate
14277809_1	Thank you for sharing this website with us its really intrested and I learned something new and I like to learn .	noHate
13480694_1	He sort of looks like an English football player or is that a French football player ?	noHate
14412313_2	I plan on celebrating being White that entire 24 hours .	noHate
12902289_2	This film tells the story of a poor victimised African boy ( Joseph ) who was allowed into Ireland .	noHate
30550302_1	I fell asleep on the couch with a blue tongue skink on my chest one night and awoke to him biting my neck , I guess my Adam 's apple set off a feeding response .	noHate
13864558_2	Why is rugby dominated by whites ?	noHate
14677826_2	Thank you so much for enlightening us mystery guest !	noHate
32923723_1	Ya I saw that and laughed myself sick over it .	noHate
13851096_2	That way your always one step ahead of the game !!	noHate
14674138_9	If 100 stupid people were all alone in some forest but they had honor and were willing to work together , they can create a civilization or form some type of hierarchy .	noHate
13496206_1	My prayers go out for the grieving families of those who perished ... What a terrible tragedy ... God have mercy on the souls of those who have left this earth .	noHate
14294426_1	Surely, there 's middle ground between completely anonymous keyboarding and losing blood ?	noHate
30608513_9	A pleasure to be with you guys .	noHate
30673289_1	In Search of the First Civilizations by Michael Wood .	noHate
30558443_1	First off I would laugh so hard I 'd turn blue .	noHate
14027556_4	I laughed and laughed at his antics !!! whilst another couple of Pakistani youths celebrate by hitching a temporary ride on a TK Maxx lorry !!!	noHate
30398448_1	If it 's a true , SHTF , 72-hour BOB , you 're going to need a lot of stuff and $ 100 is n't going to cover it .	noHate
30620992_4	Who else here is `` THAT '' house on the block ?	noHate
30601410_2	One of the greatest of all time , and one of my personal favorites. portrait by French artist Eugene Delacroix .	noHate
13946979_1	There is an active community here - you just need to get off the net to find it .	noHate
14098813_2	As I have say , they do not think their acts as humans do .	noHate
13050074_3	Is it in your job contract to go to death to save the World ?	noHate
13137240_1	Many thanks Dr. Duke on behalf of all us internet radio addicts , your DavidDuke.com interviews are always very much appreciated !	noHate
30644885_2	Where are all the bones ? actually I have n't seen or read anything on holycost in the msm lately. what 's up ?	noHate
30603419_4	- YouTube	noHate
14268748_1	I currently live in Wisconsin and have been trying to educate myself on the PLE concept .	noHate
30753197_1	I would give anything to live back in those times , 6 beautiful years .	noHate
12848217_2	One school that stood out was an elementary schoolI was sent to that was 100 % black .	noHate
14675832_1	Dogs and coyotes are two different species that can breed and produce fertile offspring .	noHate
14664996_2	They 've achieved a whole lot more than Greeks ever have and ever will .	noHate
14673502_2	Wait until the blacks hear about `` Black Douglas '' , or `` The Black Watch '' or `` Black Thursday '' ...	noHate
31764328_1	Try looking at Christian colleges , I went to one , these tend to have few if any asians .	noHate
14426968_1	Thanks, but I 'll pass .	noHate
13475102_1	And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :	noHate
13864288_2	It is as good as anywhere in the world ..	noHate
13850725_1	In Limerick if caught with a knife Jail loads of women have been sent to prison.Very violent place i am afraid .	noHate
13855143_1	I do feel for the Croatian people and I have come across some of them on the internet and they seem to be a decent people and I have also came across the Serbs who seem to jump into bed with loyalists .	noHate
14027961_1	Betrayal of bright pupils : Two thirds who shine at age of 11 are steered into soft subjects at GCSE Just 33.9 % of teenagers from disadvantaged homes gained at least five Cs in their GCSEs last summer - including English and maths - compared with 58.2 % of all pupils attending state schools Yet again , selective schools dominate top of the tables Schools Minister Nick Gibb : ' Today 's figures reveal a shocking waste of talent in many schools across the country ' Read more : Two thirds of top achievers at 11 not taking key GCSEs | Mail Online	noHate
14057345_7	Article of our local newspaper is subject to a charge .	noHate
30762980_1	Are you a Jew ?	noHate
14034721_2	It is your family and you are their blood just avoid argue with them and humor them .	noHate
13506689_1	From The Telegraf Judge and clerk shot dead in Belgian court - Telegraph New information says that the assailant is NOT an albanian , but an homeles iranian ( source http://www.berlingske.dk/verden/hjem ... rab-paa-dommer )	noHate
30591344_2	Is there a mandatory retirement age or an age limit ?	noHate
13853608_2	Are ira fighting for WHITE Irish exclusively and a WHITE future for Ireland or is it all the same to them ?	noHate
13553557_2	Classic brainwashing .	relation
32382872_1	Those of you listening to the new edition of the My Awakening Audio Book -- How do you like it so far ?	noHate
14100180_1	im 21 in hamilton looking for people who dont put up with society 's crap my email is hammer _ smashed _ skull@hotmail.com	noHate
13864402_1	Junior Minister Pat Gallagher is at the centre of a Garda investigation after the disappearance of nine Bangladeshis .	noHate
30507419_1	I watched sports and universities go black and stayed away from the both since , It s been 30 years since I have seen a football game that was outside my son s high school .	noHate
14111061_2	I 'm all alone and looking for companionship , where 'd all the good girls go ? send me a pm or email at skin14 _ 88@hotmail.com	noHate
31753065_4	Parents were watching it as I was doing homework .	noHate
30537360_1	There are plenty of blacks in catholic schools or were in our area .	noHate
13447735_1	I recently bought a book from here and it was very fast shipping and great quality .	noHate
14678742_1	Whites get along with Asians much more than they do with blacks or Hispanics .	noHate
13507823_1	The 19-year-old had beaten two elderly Long Beach women to death and raped one with a wine bottle .	noHate
13589608_1	Tell me this wo n't happen !	noHate
30392180_7	Well we wo n't stand for that no more !	noHate
30663581_2	Can we finally bury the holocaust ? ...	relation
30502517_1	Oh, you 'd better believe they do .	noHate
13458373_1	Racist attack by blacks on a young white girl in France .	noHate
31787638_1	ALL this high school talk makes ME feel old , and Im 19 !!!	noHate
14027556_5	Hilarious !!!	noHate
30608513_8	Im going to read a lot instead this summer .	noHate
13050074_2	Maybe they are not so uneducated and knows about their fate .	noHate
14098813_3	Some humans do not think them too sometimes .	noHate
30601410_3	http://en.wikipedia.org/wiki/Chopinhttp://search.playlist.com/tracks/Frederic % 20Chopin	noHate
14055216_2	On another hand , being born was also a pretty stupid thing that you did , I hope you will try to correct that as well .	noHate
13864558_3	Because white peoples build is more suited to rugby ( stronger upperbody , endurance etc ) .	noHate
14674599_1	If an anti-White submits an ignorant or profane post , then calling him/her a stupid ass , lame brain knucklehead is not a racial slur .	noHate
30583625_2	Here 's a free PDF http://wnlibrary.com/Portabel % 20Docu ... e % 20Titans.pdf	noHate
12847530_1	I've always been told that the Hungarians in Vojvodina live like nobles , with alot of compensation money since the communist regime resigned .	noHate
14420990_1	Cool, finally got it working just in time to hear someone call in and let the host know that thanks to Stormfront , the show is being listened to all over the world .	noHate
14016744_2	I live in a predominantly white area and ca n't imagine what that would be like ..	noHate
14418910_1	Until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : Make a Cable Access TV Program !	noHate
14674138_8	Just like other wolves will fight and die for each other .	noHate
14422674_1	The last paragraph of this essay talks about sticker techniques .	noHate
14112030_1	i think this was one of the first forums i posted in too. i do n't think it 's a standard by which to judge someone. mike	noHate
14412313_3	There is no greater reason to be joyous than that .	noHate
30560620_2	What a cowardly cretin he is .	noHate
13948582_1	Naturally it will happen , even the biggest white liberal will seek out the white part of town when his neighbourhood becomes culturally enriched ie .	noHate
13455685_1	And the only person to stop and check if the old man was alright was what looks like the only white on the station .	relation
13284493_2	Have to follow up on this one !	noHate
13610403_2	I blame the school with all it 's ethicts and multicult loving teachers , i 'm saving as many pupils i can , but i fear that 's not enught	noHate
30505306_1	Let's be clear about these Neolithic farmers .	noHate
14095095_1	I live in New Richmond , Ohio which is almost all White but the kids are brain-washed with Mtv and try to act like the Blacks they watch for hours in rap videos on Mtv .	noHate
30734502_2	Without explicitly lying , you could claim `` other '' ( europid ) or `` two or more '' ( nordid , atlantid , dinarid and so on ) races .	noHate
14033097_1	me, too but here in the Usa .	noHate
30383039_1	At the Water 's Edge : Fish with Fingers , Whales with Legs , and How Life Came Ashore but Then Went Back to Sea - Carl Zimmer Streets of Laredo - Larry McMurtry	noHate
14406515_1	This looks like a nice little town ( on paper ) .	noHate
30439846_1	I have SeaMonkey open right now , I 've had it on my computer for about a week now , but I just ca n't get used to using it .	noHate
13843751_1	Meh..	noHate
13856421_1	I would say not !	noHate
30416083_1	I have found a website for the Teacher 's TV channel .	noHate
30389900_5	N	noHate
13148088_1	YouTube - Euclid Square Mall , 2007 ( Dead Mall ) Can anyone report in from Euclid , Ohio ?	noHate
14438883_1	i checked other. i saw the VH1 documentary `` Music of Hate '' and heard Nordic Thunder in the backround. i thought it sounded cool and downloaded some of their songs and in the info on it was the national alliance website and david duke 's EURO. i dived into the movement head first and eventually found creativity	noHate
13479258_1	This thread makes me both sad and angry .	noHate
14673330_1	I agree with your post except if its a white they will say so .	noHate
30439860_2	http://www.physics.uoguelph.ca/tutor.../trigonom.html Tutorial from University of Guelph physics department .	noHate
13643461_1	Multiculturism is a Trojan Horse Multiculturalism is a fraud and a sham that is ripping Western nations social fabric to shreds .	noHate
13460091_2	YouTube - Blacks Attack White Man On Subway YouTube - White Girl Beaten On A Bus By Blacks YouTube - Black gang attack-Tottenham High Road N1 .	noHate
30542077_1	White men who watch professional sports can try and put a spin on it like they 're the Roman elite watching all the slaves fight in the Colosseum , but the fact of the matter is they 're just contributing to negro worship .	noHate
30703918_2	It is based on the Sven Hassel story of the same name - www.stormfront.org/forum/t1103833/	noHate
30395748_6	YouTube - Broadcast Yourself .	idk/skip
13511105_7	http://www.wafb.com/Global/story.asp ? S = 11394504	noHate
